input,head,repeat,seed,outer_fold,test_accuracy,test_f1,test_auc,test_precision,test_recall,test_specificity,best_params,dim
img_rgb_vpe_effnet,mlp_fixed,0,42,0,0.25,0.25,0.3125,0.25,0.25,0.25,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,1,0.625,0.5714285714285714,0.75,0.6666666666666666,0.5,0.75,"{""dropout"": 0.3, ""weight_decay"": 0.01}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,2,0.7142857142857143,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.75,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,3,0.8571428571428571,0.8888888888888888,0.8333333333333334,0.8,1.0,0.6666666666666666,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,4,0.42857142857142855,0.3333333333333333,0.41666666666666663,0.5,0.25,0.6666666666666666,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,5,0.8571428571428571,0.8571428571428571,1.0,0.75,1.0,0.75,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,6,0.42857142857142855,0.0,0.5833333333333334,0.0,0.0,0.75,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,7,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.6666666666666666,0.5,0.6666666666666666,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,8,0.2857142857142857,0.4444444444444444,0.4166666666666667,0.4,0.5,0.0,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,0,42,9,0.7142857142857143,0.75,0.9166666666666666,0.6,1.0,0.5,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,0,0.625,0.6666666666666666,0.65625,0.6,0.75,0.5,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,1,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.5,0.6666666666666666,0.5,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,2,0.375,0.0,0.75,0.0,0.0,0.75,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,3,0.42857142857142855,0.0,0.25,0.0,0.0,0.75,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,4,0.7142857142857143,0.75,0.875,0.75,0.75,0.6666666666666666,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,5,0.5714285714285714,0.5714285714285714,0.7500000000000001,0.6666666666666666,0.5,0.6666666666666666,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,6,0.7142857142857143,0.75,0.6666666666666667,0.75,0.75,0.6666666666666666,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,7,1.0,1.0,1.0,1.0,1.0,1.0,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,8,0.7142857142857143,0.6666666666666666,0.5416666666666666,0.6666666666666666,0.6666666666666666,0.75,"{""dropout"": 0.5, ""weight_decay"": 0.001}",1280
img_rgb_vpe_effnet,mlp_fixed,1,43,9,0.7142857142857143,0.75,0.5833333333333334,0.75,0.75,0.6666666666666666,"{""dropout"": 0.3, ""weight_decay"": 0.001}",1280
