input,head,n_folds,dim,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_specificity_mean,test_specificity_std,best_param_modal,best_param_freq,best_param_ndistinct
img_velocity_effnet,svm_linear,30,1280,0.5733164983164982,0.2006577917174214,0.6510416666666666,0.21467973646360827,0.5994047619047619,0.15200710696436323,0.6205555555555555,0.23386846191070138,0.6,0.28734482735631267,0.5944444444444444,0.285113855503824,"{""C"": 0.01}",14/30,3
img_acceleration_swin,mlp_small,30,768,0.5727777777777778,0.19807175413934847,0.6138888888888889,0.21251079906449313,0.5821428571428572,0.1575425950243589,0.5827777777777778,0.22954575055187582,0.6083333333333333,0.2645660800782469,0.5694444444444445,0.23065305144412312,"{""dropout"": 0.3, ""weight_decay"": 0.001}",13/30,4
vid_rgb_vpa_r3d,logistic_regression,30,512,0.572063492063492,0.23541811849406696,0.5743055555555556,0.21052605650169723,0.605952380952381,0.17825916869026406,0.6011111111111113,0.24266769819998854,0.5944444444444446,0.29663932888807465,0.6194444444444444,0.2281477697746112,"{""C"": 1.0, ""penalty"": ""l1""}",19/30,3
vid_raw_r2plus1d,mlp_small,30,512,0.5718783068783069,0.24304807375040802,0.6305555555555554,0.2068867401355959,0.5869047619047619,0.1704258784955792,0.5627777777777777,0.2617610318655559,0.6222222222222222,0.29339254017596766,0.5555555555555555,0.2601699022431412,"{""dropout"": 0.5, ""weight_decay"": 0.001}",11/30,4
img_altitude_swin,random_forest,30,768,0.5714814814814815,0.21623562278150546,0.63125,0.20170118803039702,0.6023809523809525,0.1599897002901154,0.6044444444444445,0.25551140714776494,0.575,0.2469643280118504,0.6361111111111112,0.21827797549209987,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",7/30,7
img_rgb_vpe_vit,mlp_small,30,768,0.5703968253968253,0.1929131813052824,0.586111111111111,0.23074387591169893,0.5660714285714284,0.1817542701230212,0.5965079365079364,0.227017960358496,0.6083333333333332,0.25157549539861285,0.5222222222222223,0.30001064263795857,"{""dropout"": 0.3, ""weight_decay"": 0.001}",14/30,3
img_acceleration_effnet,random_forest,30,1280,0.5695238095238095,0.1797399099192087,0.6027777777777777,0.17541116631196002,0.5976190476190477,0.15600893320266487,0.6261111111111112,0.20297987619585667,0.5694444444444443,0.23272018508632977,0.6333333333333333,0.23933176447473498,"{""max_depth"": 5, ""min_samples_leaf"": 3, ""n_estimators"": 200}",9/30,6
vid_effort_r2plus1d,mlp_small,30,512,0.5691630591630592,0.2216730363384713,0.6722222222222222,0.1575195866513098,0.6154761904761906,0.1381405282167674,0.641825396825397,0.2712078751122897,0.5805555555555556,0.28824622740245825,0.663888888888889,0.2737592467107593,"{""dropout"": 0.5, ""weight_decay"": 0.001}",16/30,4
img_rgb_vpe_effnet,mlp_fixed,30,1280,0.5684126984126985,0.25926271831001585,0.6621527777777779,0.18492167504643572,0.6101190476190477,0.17503162309367282,0.5749999999999998,0.24731314785803094,0.5944444444444446,0.31465889009158055,0.625,0.20962244841911865,"{""dropout"": 0.3, ""weight_decay"": 0.001}",18/30,4
img_raw_effnet,random_forest,30,1280,0.5667195767195767,0.1656343211415967,0.6027777777777777,0.17995959706908363,0.6023809523809525,0.14099255241251712,0.6433333333333333,0.21224940148117916,0.5555555555555555,0.21701269156757827,0.6527777777777778,0.2337468967701619,"{""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200}",9/30,7
img_rgb_vpa_vit,mlp_small,30,768,0.5665873015873014,0.24823372807376357,0.6458333333333334,0.22926460811995922,0.6041666666666666,0.21045860611668063,0.6127777777777778,0.2762877662100578,0.5611111111111111,0.27934424214472814,0.6527777777777779,0.2357869083639102,"{""dropout"": 0.5, ""weight_decay"": 0.001}",18/30,3
img_pressure_vit,logistic_regression,30,768,0.566094276094276,0.24837564215562621,0.6708333333333335,0.23259581719421615,0.5999999999999999,0.17266080124661112,0.5868253968253967,0.29273111505451954,0.6027777777777779,0.29171455545553987,0.6111111111111112,0.29224764249967106,"{""C"": 0.01, ""penalty"": ""l2""}",17/30,4
img_velocity_effnet,random_forest,30,1280,0.5643121693121692,0.1976634439190583,0.6284722222222222,0.18905670297889893,0.617857142857143,0.13043261530698463,0.638888888888889,0.2234496751923136,0.5555555555555555,0.2498403065950111,0.6805555555555556,0.1818952655011935,"{""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200}",9/30,7
img_rgb_vpz_swin,random_forest,30,768,0.5634656084656086,0.21800184306171955,0.6583333333333332,0.1895718861012888,0.6238095238095237,0.1420027818528659,0.6199999999999999,0.2481888417101488,0.5444444444444445,0.23441184789099942,0.7055555555555556,0.21634960591497682,"{""max_depth"": 5, ""min_samples_leaf"": 3, ""n_estimators"": 100}",9/30,8
img_acceleration_effnet,mlp_fixed,30,1280,0.5628571428571427,0.21398683772933602,0.5958333333333333,0.18018123592033047,0.588095238095238,0.16176675998249276,0.581111111111111,0.2077397674577431,0.5944444444444443,0.2950204010522612,0.5805555555555556,0.20931759830556218,"{""dropout"": 0.3, ""weight_decay"": 0.001}",16/30,3
vid_altitude_r3d,logistic_regression,30,512,0.5617989417989419,0.2292149584892246,0.6236111111111112,0.23333675421685002,0.5922619047619048,0.16758594414401906,0.571111111111111,0.2363894010196559,0.586111111111111,0.27809847388104825,0.5916666666666667,0.21481302571149097,"{""C"": 1.0, ""penalty"": ""l2""}",12/30,5
img_acceleration_effnet,logistic_regression,30,1280,0.5615079365079365,0.25329950523348055,0.6180555555555555,0.23464158423511108,0.6011904761904762,0.19068133452108207,0.5877777777777777,0.2509725654487324,0.5583333333333333,0.2820882039172713,0.6333333333333332,0.19889541717490644,"{""C"": 1.0, ""penalty"": ""l2""}",11/30,5
vid_rgb_vpa_r2plus1d,mlp_small,30,512,0.5612962962962963,0.20043227055246077,0.6923611111111112,0.15625558738413542,0.5886904761904762,0.14366178360800996,0.5966666666666666,0.22199030043357756,0.588888888888889,0.2715195403499099,0.5972222222222221,0.2221922872558007,"{""dropout"": 0.5, ""weight_decay"": 0.001}",15/30,4
vid_rgb_vpe_r3d,random_forest,30,512,0.5612169312169313,0.24433688281486873,0.6666666666666666,0.1857759176289576,0.6113095238095239,0.15272876651143102,0.6116666666666667,0.2769964106161899,0.5722222222222223,0.2942075964926329,0.6361111111111111,0.2630532241255765,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",8/30,8
img_raw_vit,random_forest,30,768,0.5610582010582009,0.14973310303017628,0.6152777777777778,0.1622745021515435,0.5470238095238095,0.13151422612223776,0.5538888888888888,0.16870496892194004,0.6138888888888889,0.22154470473050164,0.4777777777777778,0.2494566253244501,"{""max_depth"": 5, ""min_samples_leaf"": 3, ""n_estimators"": 200}",8/30,7
img_azimuth_effnet,mlp_fixed,30,1280,0.5607768157768158,0.23969204597887903,0.5791666666666665,0.2143806234810831,0.567857142857143,0.1901076586726473,0.5318253968253968,0.21611288449882962,0.6166666666666667,0.2973381268620352,0.5166666666666666,0.21928130606082105,"{""dropout"": 0.3, ""weight_decay"": 0.001}",13/30,3
img_pressure_vit,svm_linear,30,768,0.5603174603174603,0.1774764825060758,0.6263888888888888,0.19581142373566854,0.5583333333333333,0.162648009066787,0.5803968253968254,0.2127473362764147,0.6027777777777777,0.24534295854015511,0.5333333333333333,0.27473428472446815,"{""C"": 0.01}",14/30,3
img_rgb_vpz_vit,logistic_regression,30,768,0.55989417989418,0.2591478635758539,0.6347222222222222,0.1967112667786217,0.613095238095238,0.19897771220775065,0.6172222222222222,0.2962241091822066,0.5472222222222223,0.27827063556110465,0.6805555555555556,0.24279200270451023,"{""C"": 1.0, ""penalty"": ""l1""}",15/30,4
img_velocity_effnet,mlp_small,30,1280,0.5588624338624338,0.22171124333140857,0.61875,0.19421639267556187,0.5982142857142859,0.1562917783695784,0.5783333333333334,0.21976781547876048,0.5722222222222222,0.27134309527093786,0.6166666666666667,0.2520034664968654,"{""dropout"": 0.5, ""weight_decay"": 0.001}",14/30,4
img_effort_effnet,svm_linear,30,1280,0.5586243386243387,0.23551509622529443,0.5958333333333332,0.2429932870428579,0.5970238095238095,0.19236637825024572,0.6177777777777779,0.27452269038300153,0.5722222222222222,0.2958309724151651,0.6194444444444444,0.31613940779289507,"{""C"": 0.01}",11/30,3
img_rgb_vpe_swin,svm_linear,30,768,0.5585978835978835,0.2320671949764112,0.6374999999999998,0.21425492389626222,0.611309523809524,0.16065840115766783,0.6150000000000001,0.263281313063478,0.5638888888888888,0.28254058581185604,0.6694444444444444,0.238211862515634,"{""C"": 0.003}",27/30,2
vid_velocity_r3d,random_forest,30,512,0.5584656084656084,0.22186570562317875,0.6340277777777777,0.2132805793400493,0.6071428571428573,0.17446005977305204,0.6288888888888889,0.23447721802484187,0.5666666666666667,0.3113436459932708,0.6416666666666665,0.25157549539861285,"{""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200}",9/30,8
vid_rgb_vpe_r3d,mlp_fixed,30,512,0.5576190476190477,0.17681666561583698,0.6131944444444444,0.1593850555889197,0.592857142857143,0.11978017632477461,0.5992857142857144,0.18405658842484093,0.5777777777777778,0.26346255135073765,0.6166666666666666,0.2194996050756185,"{""dropout"": 0.5, ""weight_decay"": 0.001}",16/30,2
vid_rgb_vpz_r2plus1d,random_forest,30,512,0.5576190476190476,0.23017822615274383,0.6222222222222221,0.23669917751984185,0.5886904761904763,0.17952230413623627,0.6016666666666666,0.2704951469455096,0.575,0.28394963397760414,0.6027777777777777,0.270414869761252,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",8/30,7
vid_velocity_r3d,logistic_regression,30,512,0.5573280423280422,0.28267077542567326,0.6618055555555556,0.25419630346651556,0.6261904761904762,0.20590835923878867,0.6422222222222221,0.3208505618103988,0.5333333333333333,0.3099561209830609,0.7222222222222222,0.22672638383962082,"{""C"": 0.1, ""penalty"": ""l1""}",18/30,4
img_rgb_vpz_vit,svm_linear,30,768,0.556984126984127,0.21467401822613388,0.6347222222222224,0.2355582890392977,0.5845238095238093,0.1730636649819734,0.6022222222222221,0.25981622348735,0.5833333333333334,0.2715783299013945,0.6055555555555556,0.29841000534484535,"{""C"": 0.01}",13/30,3
vid_rgb_vpa_r2plus1d,mlp_fixed,30,512,0.5557142857142857,0.1907721428242455,0.6687500000000001,0.15497323183765285,0.5839285714285712,0.1314027001201803,0.5950000000000001,0.22059437298951218,0.5777777777777778,0.2588781179414638,0.5972222222222221,0.2221922872558007,"{""dropout"": 0.3, ""weight_decay"": 0.001}",14/30,4
img_altitude_swin,mlp_small,30,768,0.5547883597883597,0.21496036869710614,0.5836805555555554,0.20114173878649905,0.574404761904762,0.1822939181691325,0.5783333333333334,0.23148487864684728,0.5722222222222223,0.2731024162422287,0.5833333333333334,0.25333030851188726,"{""dropout"": 0.3, ""weight_decay"": 0.001}",17/30,4
vid_velocity_r2plus1d,random_forest,30,512,0.5547186147186147,0.240162882294484,0.6659722222222222,0.16225144317072623,0.6125,0.1608271360772294,0.6246031746031746,0.26234947565041067,0.5555555555555555,0.29388184522482136,0.6777777777777778,0.245391755495961,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",6/30,7
img_rgb_vpe_effnet,mlp_small,30,1280,0.5543915343915344,0.24971236816574033,0.6440972222222222,0.17017859123131152,0.6035714285714285,0.1599530411385108,0.5766666666666667,0.2448942222197746,0.5694444444444444,0.3072272279666743,0.6333333333333333,0.19028109877684682,"{""dropout"": 0.3, ""weight_decay"": 0.001}",16/30,3
img_acceleration_swin,mlp_fixed,30,768,0.5533597883597883,0.23570352131660804,0.5982638888888889,0.2347109395313649,0.5738095238095239,0.1801490247645595,0.5588888888888889,0.2352846703835522,0.5972222222222222,0.304879956695896,0.5527777777777778,0.22793775337252922,"{""dropout"": 0.3, ""weight_decay"": 0.001}",19/30,4
img_rgb_vpz_effnet,svm_rbf,30,1280,0.5529894179894179,0.271587421815584,0.6607638888888889,0.208937402497772,0.6214285714285716,0.13643185975971567,0.5611111111111111,0.280063393662912,0.5944444444444444,0.3331417073713433,0.6416666666666665,0.22653266830289429,"{""C"": 1.0, ""gamma"": 0.001}",14/30,7
img_rgb_vpe_swin,logistic_regression,30,768,0.5524074074074075,0.2501942741153424,0.6104166666666667,0.23980343463039977,0.6148809523809524,0.1779968177029078,0.6161111111111112,0.2807517048846858,0.538888888888889,0.2834291025885048,0.6833333333333332,0.22889874620741302,"{""C"": 0.01, ""penalty"": ""l2""}",23/30,4
vid_altitude_r3d,mlp_fixed,30,512,0.5520899470899471,0.18548356536154997,0.6798611111111111,0.18484578372571817,0.5863095238095238,0.13784968755630655,0.606111111111111,0.23162276658945744,0.5611111111111111,0.24849483035910014,0.6027777777777779,0.2623239542253217,"{""dropout"": 0.3, ""weight_decay"": 0.001}",18/30,3
img_azimuth_effnet,mlp_small,30,1280,0.5518614718614718,0.23004684063505515,0.5541666666666667,0.22694191789886872,0.5720238095238095,0.1691793209070372,0.5446031746031746,0.2251331552138938,0.6,0.2906591794880899,0.5472222222222222,0.20954627746877705,"{""dropout"": 0.3, ""weight_decay"": 0.001}",12/30,3
img_rgb_vpa_swin,svm_rbf,30,768,0.5516666666666665,0.263350849287445,0.6305555555555556,0.2468633044014958,0.6333333333333333,0.13278314234112545,0.5911111111111111,0.30002341330517845,0.5583333333333333,0.30256724023909193,0.6944444444444444,0.24984030659501105,"{""C"": 1.0, ""gamma"": ""scale""}",13/30,5
vid_raw_r2plus1d,random_forest,30,512,0.5516498316498315,0.24731653667165526,0.6256944444444446,0.17417389625501836,0.5791666666666667,0.1915644583624989,0.5723809523809523,0.2771045403178352,0.586111111111111,0.2972441535934158,0.5777777777777777,0.29599282031953944,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",6/30,7
img_raw_effnet,mlp_fixed,30,1280,0.5515873015873016,0.19374106216655548,0.5836805555555556,0.20573966187643394,0.5434523809523809,0.17145187478447815,0.5735714285714285,0.23552251242457672,0.6138888888888889,0.2840620558899481,0.4916666666666666,0.2955205161726123,"{""dropout"": 0.3, ""weight_decay"": 0.001}",17/30,3
img_rgb_vpe_vit,mlp_fixed,30,768,0.5503270803270802,0.22772085336026016,0.5770833333333333,0.20934738838349168,0.5607142857142855,0.20928062839530592,0.5884920634920635,0.27273336266639553,0.5666666666666665,0.26206518448573096,0.5416666666666666,0.3154316509749483,"{""dropout"": 0.5, ""weight_decay"": 0.001}",15/30,3
img_effort_effnet,mlp_fixed,30,1280,0.5497354497354497,0.2589518841114477,0.6107638888888888,0.21383684976115008,0.5827380952380952,0.19642763845128486,0.5627777777777777,0.2598881034388986,0.5722222222222222,0.3108304700288241,0.5916666666666667,0.26474704185048487,"{""dropout"": 0.5, ""weight_decay"": 0.001}",16/30,3
img_velocity_swin,mlp_small,30,768,0.5488095238095237,0.19645158346569855,0.6583333333333333,0.18972971802114488,0.5446428571428571,0.15804084556530024,0.5353968253968254,0.19181154794400376,0.5999999999999999,0.2638863682073602,0.4805555555555555,0.26774506564790224,"{""dropout"": 0.3, ""weight_decay"": 0.001}",12/30,4
img_azimuth_swin,logistic_regression,30,768,0.5487566137566138,0.26863446644309275,0.6347222222222222,0.20759447525358418,0.6208333333333333,0.1838315979794271,0.6227777777777778,0.30211525462205846,0.5305555555555554,0.30124528686900953,0.7138888888888889,0.21739855754461127,"{""C"": 0.01, ""penalty"": ""l2""}",18/30,3
img_velocity_swin,logistic_regression,30,768,0.5487301587301587,0.19128291124914992,0.6319444444444444,0.16461864284896624,0.592857142857143,0.12846191285430558,0.5866666666666666,0.18689846035416832,0.5527777777777777,0.2509401225053779,0.6361111111111111,0.19138952143320612,"{""C"": 1.0, ""penalty"": ""l1""}",14/30,3
img_rgb_vpz_effnet,random_forest,30,1280,0.5485449735449734,0.2355477733978331,0.6763888888888888,0.1653805742977231,0.6071428571428572,0.16190717664576154,0.6005555555555555,0.2598438719756935,0.55,0.29491215654263625,0.65,0.2593094277313203,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",7/30,6
vid_altitude_r3d,random_forest,30,512,0.5474603174603174,0.2286432943642197,0.6513888888888888,0.15570386676367307,0.5928571428571429,0.16661974474381486,0.59,0.2544093904144155,0.5499999999999999,0.27991514861017425,0.6361111111111111,0.23921500506078716,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",10/30,7
vid_velocity_r2plus1d,logistic_regression,30,512,0.546084656084656,0.2318446016814309,0.6694444444444444,0.21067174232451902,0.5916666666666668,0.17266929227424158,0.6255555555555555,0.2781552990154427,0.5444444444444445,0.285113855503824,0.6472222222222223,0.29089251393179255,"{""C"": 1.0, ""penalty"": ""l1""}",11/30,5
img_velocity_effnet,mlp_fixed,30,1280,0.5456613756613756,0.2131640384270646,0.6232638888888888,0.17967556980496313,0.5839285714285716,0.15589729720737883,0.5792857142857142,0.23016017873201736,0.561111111111111,0.2741525896303402,0.5944444444444444,0.2982494691517448,"{""dropout"": 0.5, ""weight_decay"": 0.001}",16/30,3
img_pressure_swin,svm_rbf,30,768,0.5453174603174602,0.26062093911898954,0.6090277777777777,0.22773740121998337,0.5958333333333334,0.16675717399435372,0.5544444444444444,0.272385985615344,0.5777777777777777,0.3086658143198843,0.6027777777777777,0.23127513152590443,"{""C"": 1.0, ""gamma"": ""scale""}",16/30,7
img_rgb_vpa_effnet,mlp_small,30,1280,0.545026455026455,0.15927109978466109,0.6020833333333334,0.18652765118119194,0.5660714285714286,0.12408620956108363,0.5822222222222223,0.17159011424099077,0.5666666666666667,0.2450662589267805,0.5638888888888888,0.21739855754461127,"{""dropout"": 0.5, ""weight_decay"": 0.001}",13/30,4
img_raw_vit,svm_linear,30,768,0.5449206349206348,0.19866416467555292,0.5663194444444444,0.20798252312386267,0.5541666666666667,0.1801337648382756,0.5837301587301585,0.24662875374591736,0.5777777777777777,0.2652741419180738,0.55,0.3091825831637364,"{""C"": 0.01}",18/30,3
vid_acceleration_r2plus1d,random_forest,30,512,0.5445598845598845,0.21972652313388222,0.6340277777777777,0.1741910810767653,0.5601190476190475,0.15926987300375997,0.5601587301587301,0.25362331186201753,0.5805555555555556,0.28237102753344534,0.5444444444444445,0.25869305075378696,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",7/30,7
img_azimuth_swin,random_forest,30,768,0.5442592592592593,0.22013413014136757,0.6298611111111113,0.21208428836283552,0.5934523809523811,0.15928368013604657,0.6016666666666668,0.2550016903257026,0.5444444444444444,0.2686825147679281,0.6472222222222221,0.24436497314912203,"{""max_depth"": 5, ""min_samples_leaf"": 3, ""n_estimators"": 200}",11/30,7
vid_altitude_r2plus1d,random_forest,30,512,0.5437830687830688,0.1987621534901976,0.6381944444444445,0.20320434519657504,0.581547619047619,0.15048035721507586,0.6220634920634921,0.2405139326682405,0.5611111111111111,0.2715195403499099,0.6055555555555555,0.3016027853024092,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",8/30,6
img_altitude_swin,logistic_regression,30,768,0.5435978835978835,0.2002065524193727,0.6173611111111111,0.19508779379058852,0.5982142857142858,0.15033901988763299,0.6305555555555558,0.23833246255500973,0.5222222222222221,0.2446098360715231,0.6777777777777777,0.2096034082766188,"{""C"": 0.01, ""penalty"": ""l2""}",18/30,4
img_raw_effnet,mlp_small,30,1280,0.5430952380952382,0.20728914697494807,0.5809027777777778,0.19985783031635565,0.5464285714285713,0.1678165237511275,0.5587301587301586,0.22093172477667722,0.6027777777777777,0.3014042274113037,0.5111111111111111,0.26868251476792804,"{""dropout"": 0.3, ""weight_decay"": 0.001}",13/30,4
vid_effort_r2plus1d,logistic_regression,30,512,0.5430952380952381,0.21670712735046663,0.6715277777777777,0.1986758227241587,0.5970238095238096,0.14782639114460078,0.6426190476190474,0.28745525273313777,0.5416666666666665,0.28174844082629097,0.6777777777777777,0.2901094169768472,"{""C"": 1.0, ""penalty"": ""l1""}",16/30,5
img_velocity_swin,svm_poly,30,768,0.5429365079365079,0.2647431530888193,0.6534722222222222,0.2338845176419179,0.6529761904761906,0.13409745782864801,0.6755555555555557,0.33303818350611447,0.5055555555555554,0.2943703369475004,0.7972222222222223,0.2239100177322767,"{""C"": 1.0, ""degree"": 2}",26/30,3
img_raw_swin,logistic_regression,30,768,0.542089947089947,0.2532391939862084,0.6555555555555554,0.18599599001431416,0.5994047619047619,0.16531345732967542,0.57,0.263355884382864,0.5472222222222222,0.29171455545553987,0.6527777777777778,0.22433739528240604,"{""C"": 0.01, ""penalty"": ""l2""}",18/30,4
img_rgb_vpa_effnet,random_forest,30,1280,0.541984126984127,0.24292594032891457,0.6020833333333334,0.19307252399311717,0.5875,0.15060209327777666,0.5583333333333333,0.26601032734251795,0.5555555555555555,0.27710646851245313,0.6138888888888888,0.2331314123575835,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",11/30,6
vid_rgb_vpz_r2plus1d,mlp_fixed,30,512,0.5416666666666666,0.2332322899300615,0.5579861111111112,0.23204958026841127,0.557142857142857,0.19563768232256812,0.5716666666666667,0.2992695449530381,0.5583333333333333,0.2448218525042271,0.5555555555555555,0.33068874292886397,"{""dropout"": 0.5, ""weight_decay"": 0.001}",14/30,3
img_azimuth_effnet,random_forest,30,1280,0.5415079365079366,0.23878009058550156,0.6013888888888889,0.2146829317271592,0.5851190476190476,0.1934493810554315,0.5844444444444445,0.23590265758774406,0.5472222222222223,0.30060868433619764,0.6194444444444444,0.21849727692935395,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",14/30,6
img_pressure_effnet,random_forest,30,1280,0.5415007215007215,0.24416999967552186,0.6500000000000001,0.20356614710017656,0.581547619047619,0.17910531847695743,0.5836507936507936,0.2582547066813686,0.5777777777777777,0.3274870455550657,0.5916666666666667,0.27884374014423297,"{""max_depth"": 5, ""min_samples_leaf"": 1, ""n_estimators"": 200}",11/30,7
img_effort_swin,svm_rbf,30,768,0.5402910052910053,0.2778458500790876,0.6069444444444444,0.2503429958698632,0.6303571428571431,0.12549602498534265,0.5644444444444444,0.3005337950069037,0.5611111111111111,0.32821744653423107,0.6777777777777778,0.23338806145261143,"{""C"": 1.0, ""gamma"": ""scale""}",13/30,7
vid_rgb_vpe_r3d,mlp_small,30,512,0.539047619047619,0.1904429363418401,0.6208333333333333,0.18556633827389912,0.5791666666666667,0.12745507181719323,0.586111111111111,0.20304593092169307,0.5555555555555556,0.27710646851245313,0.6083333333333332,0.20663097578353712,"{""dropout"": 0.5, ""weight_decay"": 0.001}",15/30,4
img_rgb_vpa_vit,svm_linear,30,768,0.5388359788359788,0.21230775720956224,0.5753472222222221,0.20554315727727868,0.5398809523809524,0.18597245065979542,0.5683333333333334,0.2792076226604928,0.586111111111111,0.2684596095155687,0.5138888888888888,0.32978233078204916,"{""C"": 0.003}",15/30,3
vid_altitude_r3d,mlp_small,30,512,0.5374074074074073,0.22866241929904665,0.6555555555555557,0.19240342322038373,0.5833333333333334,0.16260744115889642,0.5983333333333333,0.2699634571552856,0.5527777777777777,0.29237052455245094,0.6055555555555555,0.26527414191807386,"{""dropout"": 0.3, ""weight_decay"": 0.001}",14/30,3
img_pressure_effnet,mlp_fixed,30,1280,0.5373280423280423,0.2312560410803221,0.6201388888888888,0.21998204856808082,0.593452380952381,0.1856765861065851,0.6216666666666666,0.2627641892592827,0.538888888888889,0.3038177681946096,0.6555555555555556,0.26868251476792804,"{""dropout"": 0.3, ""weight_decay"": 0.001}",15/30,3
vid_azimuth_r3d,logistic_regression,30,512,0.537142857142857,0.22504862594775532,0.5951388888888889,0.22201371623833643,0.5666666666666667,0.15693653420487638,0.5538888888888889,0.23319714142509937,0.5666666666666667,0.2823003481932644,0.5583333333333333,0.26000110521427344,"{""C"": 1.0, ""penalty"": ""l1""}",12/30,4
img_rgb_vpa_effnet,svm_rbf,30,1280,0.5366402116402116,0.2506660559742398,0.5756944444444445,0.21492679335215184,0.5910714285714287,0.12240893008548341,0.5461111111111111,0.27328999282593475,0.586111111111111,0.319004778226424,0.5916666666666667,0.27625540684017225,"{""C"": 10.0, ""gamma"": 0.001}",11/30,9
img_effort_effnet,svm_rbf,30,1280,0.5363756613756614,0.27216178278545,0.5576388888888888,0.2672835074218367,0.5982142857142858,0.1583883412477352,0.5253968253968254,0.26042824080933685,0.5944444444444446,0.3395493219222797,0.5861111111111109,0.27809847388104825,"{""C"": 10.0, ""gamma"": ""scale""}",11/30,8
vid_rgb_vpe_r2plus1d,random_forest,30,512,0.5355555555555556,0.20566773074945247,0.6270833333333334,0.18271758535009316,0.5922619047619048,0.12714411403227383,0.6144444444444445,0.24454717451228353,0.5444444444444444,0.28845384277647607,0.6416666666666667,0.25347205820600377,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",9/30,6
img_effort_effnet,mlp_small,30,1280,0.5347691197691198,0.22214353090565056,0.5854166666666667,0.19902705754749864,0.5499999999999999,0.2080581104881554,0.5776190476190476,0.2670919374622059,0.5416666666666666,0.25963243986724316,0.5555555555555555,0.34486749449777804,"{""dropout"": 0.3, ""weight_decay"": 0.001}",14/30,3
vid_rgb_vpa_r2plus1d,random_forest,30,512,0.5338095238095238,0.20779948020562375,0.6291666666666667,0.1843525742904329,0.5779761904761905,0.12983127730895724,0.5938888888888889,0.257808452065826,0.5472222222222222,0.270414869761252,0.6027777777777777,0.2472873262247108,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",8/30,6
vid_rgb_vpz_r2plus1d,mlp_small,30,512,0.5313492063492063,0.22679915509519907,0.5489583333333334,0.22682235477878862,0.5577380952380953,0.18401095369949605,0.5666666666666667,0.28473285187147945,0.5361111111111111,0.23333675421685,0.5749999999999998,0.3043034254040589,"{""dropout"": 0.3, ""weight_decay"": 0.001}",13/30,4
vid_effort_r2plus1d,svm_linear,30,512,0.5298941798941799,0.20455137971977252,0.6142361111111111,0.17838818052715263,0.5595238095238096,0.15569850479681974,0.5794444444444444,0.26329343991917076,0.5444444444444443,0.24830202430625678,0.5888888888888888,0.29841000534484524,"{""C"": 0.1}",13/30,3
img_rgb_vpa_vit,logistic_regression,30,768,0.5297354497354497,0.24450181419821104,0.6083333333333332,0.2220620231953088,0.593452380952381,0.16690217643912644,0.5911111111111111,0.28906419673486355,0.5277777777777778,0.284777702285536,0.6555555555555556,0.2641886782712163,"{""C"": 0.01, ""penalty"": ""l2""}",23/30,4
img_velocity_vit,svm_rbf,30,768,0.529047619047619,0.3140760774353587,0.6479166666666668,0.3021192507382916,0.6315476190476192,0.187433035974001,0.5566666666666666,0.3330918665636873,0.5333333333333333,0.34505260857149356,0.7027777777777777,0.2739341355148267,"{""C"": 10.0, ""gamma"": ""scale""}",11/30,7
img_altitude_vit,random_forest,30,768,0.5263756613756614,0.23295404268691292,0.5395833333333333,0.18279947742365174,0.550595238095238,0.1905515424640917,0.5544444444444444,0.2719284520127464,0.5388888888888889,0.2614553042443331,0.5611111111111111,0.24165510607835708,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",8/30,7
img_rgb_vpz_effnet,logistic_regression,30,1280,0.5256349206349207,0.24722226834682814,0.64375,0.2313020936457434,0.5839285714285715,0.16889744190833936,0.5655555555555555,0.26319337664943776,0.5333333333333333,0.2989445033646781,0.6305555555555556,0.24239716519802962,"{""C"": 1.0, ""penalty"": ""l1""}",15/30,4
