input,head,n_folds,dim,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_specificity_mean,test_specificity_std,best_param_modal,best_param_freq,best_param_ndistinct
img_azimuth_vit,random_forest,30,768,0.5798148148148149,0.25660268861897917,0.6395833333333333,0.19103077298187757,0.6226190476190477,0.1525883107822476,0.575,0.25818961519518174,0.6250000000000001,0.31007198521524915,0.6222222222222222,0.2239634845259863,"{""max_depth"": 5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",11/30,5
img_rgb_vpz_effnet,svm_linear,30,1280,0.5792328042328042,0.23717831867379824,0.663888888888889,0.23707825362044288,0.6279761904761905,0.16725755856889798,0.6377777777777778,0.2606333772630636,0.586111111111111,0.29562853793119487,0.675,0.24305487137287393,"{""C"": 0.003}",21/30,3
img_pressure_vit,mlp_fixed,30,768,0.578898508898509,0.2467940692985844,0.6579861111111112,0.22458326891361685,0.6047619047619047,0.2001568116193553,0.5988888888888888,0.27425624537614124,0.6027777777777777,0.2842306053841441,0.6111111111111112,0.284777702285536,"{""dropout"": 0.3, ""weight_decay"": 0.001}",17/30,3
img_velocity_vit,logistic_regression,30,768,0.5785978835978836,0.2038753740099631,0.725,0.21007889413849296,0.6202380952380951,0.15453595986042723,0.6783333333333332,0.27671963209948086,0.5777777777777777,0.2688607059103857,0.6694444444444445,0.27023770341568154,"{""C"": 0.1, ""penalty"": ""l2""}",8/30,5
vid_velocity_r2plus1d,mlp_small,30,512,0.577020202020202,0.20656206258711032,0.6854166666666667,0.16875044345053133,0.5922619047619049,0.1520360391149824,0.6101587301587302,0.24693122650907667,0.6055555555555556,0.26796856528250806,0.5916666666666667,0.26474704185048487,"{""dropout"": 0.3, ""weight_decay"": 0.001}",12/30,4
img_velocity_swin,mlp_fixed,30,768,0.5768253968253968,0.1635635747336306,0.6381944444444444,0.18677889218477736,0.580952380952381,0.14678508004289686,0.5981746031746031,0.18872520654755,0.6027777777777776,0.23436076478694082,0.5555555555555556,0.2517499418185025,"{""dropout"": 0.3, ""weight_decay"": 0.001}",16/30,4
img_effort_swin,mlp_small,30,768,0.5754761904761904,0.1850997685302547,0.6555555555555554,0.17649991226449438,0.568452380952381,0.14896748594769066,0.5548412698412697,0.1716650022276205,0.6277777777777779,0.2492645632207877,0.5055555555555555,0.2475292982903899,"{""dropout"": 0.3, ""weight_decay"": 0.001}",12/30,3
img_pressure_swin,logistic_regression,30,768,0.5751851851851854,0.16253632217494257,0.6236111111111112,0.18665465033846795,0.605952380952381,0.15545820373380043,0.6583333333333334,0.21909558088473258,0.5527777777777777,0.19138952143320612,0.6527777777777778,0.28791373140321674,"{""C"": 0.01, ""penalty"": ""l2""}",21/30,5
vid_altitude_r3d,svm_linear,30,512,0.5735978835978837,0.2281053233234174,0.5937499999999999,0.24507236596439627,0.5869047619047619,0.18885030629858332,0.5827777777777777,0.25519443917921664,0.6,0.26114983001425657,0.5777777777777777,0.25041472624693667,"{""C"": 0.01}",15/30,3
img_effort_effnet,logistic_regression,30,1280,0.5733333333333334,0.24525714530565898,0.6430555555555555,0.20852960103616322,0.624404761904762,0.19434538739976714,0.6544444444444445,0.2730182278637258,0.5611111111111111,0.29680073598928347,0.6944444444444444,0.26832577748101616,"{""C"": 0.01, ""penalty"": ""l2""}",12/30,5
